ID	ID.1	baseMean	log2FoldChange	padj	Label	Level
440	YARS	1242.8	0.7	5.559e-06	-	NoDiff
441	RGMB	2407.5	0.9	5.639e-06	-	NoDiff
442	ADAMTS5	3796.9	-2.1	5.889e-06	-	groupB UP
443	AGPAT2	588.6	-0.6	5.919e-06	-	NoDiff
444	KCNE3	161.3	1.2	5.919e-06	-	groupA UP
445	DHTKD1	577.2	-0.6	6.054e-06	-	NoDiff
446	ZMYM3	1005	0.5	6.082e-06	-	NoDiff
447	SLC39A10	782.5	1.1	6.097e-06	-	groupA UP
448	ZBTB22	387.7	0.6	6.335e-06	-	NoDiff
449	NR4A1	245.5	-1.3	6.616e-06	-	groupB UP
450	TNFAIP3	360.8	-0.8	6.734e-06	-	NoDiff
451	ACIN1	4252.5	0.4	6.785e-06	-	NoDiff
452	RALBP1	3366.9	-0.5	6.863e-06	-	NoDiff
453	SLC25A32	527.9	-0.8	7.112e-06	-	NoDiff
454	PREB	1732.5	-1.1	7.126e-06	-	groupB UP
455	NR3C1	2813.7	0.9	7.192e-06	-	NoDiff
456	HSPA2	459.9	-2.5	7.232e-06	-	groupB UP
457	GORASP1	984.6	-0.5	7.254e-06	-	NoDiff
458	RBPJ	5952.3	0.7	7.406e-06	-	NoDiff
459	AL513327.1	94	-1	7.637e-06	-	groupB UP
460	DUSP5	401.9	-1.3	7.697e-06	-	groupB UP
461	MARS	1684.6	0.5	7.926e-06	-	NoDiff
462	PEG10	561.5	0.9	8.198e-06	-	NoDiff
463	S1PR1	242	1.3	8.237e-06	-	groupA UP
464	CASP3	519.8	-0.7	8.369e-06	-	NoDiff
465	GPRASP2	361.8	0.9	8.403e-06	-	NoDiff
466	MCL1	5945.6	-0.6	8.511e-06	-	NoDiff
467	AC010255.1	33.3	-2.1	8.622e-06	-	groupB UP
468	PRKCE	399.5	1.1	8.837e-06	-	groupA UP
469	NUDT16	1302.3	-0.6	8.837e-06	-	NoDiff
470	BTN3A3	723.6	0.7	8.908e-06	-	NoDiff
471	TNFAIP6	316.3	2.4	8.908e-06	-	groupA UP
472	GNG10	890.4	-0.4	9.02e-06	-	NoDiff
473	GPR153	620	0.8	9.362e-06	-	NoDiff
474	NCKAP5	113	2.2	9.613e-06	-	groupA UP
475	TSC22D1-AS1	97	-0.9	9.613e-06	-	NoDiff
476	PDE5A	7411.6	1.1	9.648e-06	-	groupA UP
477	NT5DC1	515.1	0.7	1.022e-05	-	NoDiff
478	AOX1	4411.7	-1.4	1.029e-05	-	groupB UP
479	SLC35C1	739	-0.7	1.029e-05	-	NoDiff
480	PIFO	78.2	1.3	1.042e-05	-	groupA UP
481	TMEM35A	782.7	1.6	1.089e-05	-	groupA UP
482	GRIK1-AS1	12.2	-3.1	1.12e-05	-	groupB UP
483	ST8SIA1	202.9	1.4	1.158e-05	-	groupA UP
484	TXNDC11	721.1	-0.5	1.166e-05	-	NoDiff
485	MEST	949.7	2	1.173e-05	-	groupA UP
486	ANKRD13A	6697	-0.6	1.186e-05	-	NoDiff
487	CDC14B	2326.7	-0.8	1.222e-05	-	NoDiff
488	ANKMY2	340.8	0.6	1.222e-05	-	NoDiff
489	EVA1C	129.8	-1.4	1.222e-05	-	groupB UP
490	C20orf96	110	1	1.222e-05	-	groupA UP
491	PLB1	105.1	-1.9	1.238e-05	-	groupB UP
492	RPS6KA2	11121.9	-0.9	1.28e-05	-	NoDiff
493	TSPAN11	262.8	1.5	1.341e-05	-	groupA UP
494	AC092683.1	365.7	0.7	1.341e-05	-	NoDiff
495	IGF2BP2	2467.1	-0.8	1.356e-05	-	NoDiff
496	RRP9	201.4	-0.9	1.38e-05	-	NoDiff
497	AC007620.2	170.4	-0.9	1.399e-05	-	NoDiff
498	ATP1A1	6519.7	-0.4	1.408e-05	-	NoDiff
499	HSPB3	81.8	-2.3	1.435e-05	-	groupB UP
500	HSPA4L	633.6	1.3	1.437e-05	-	groupA UP
501	CIDEC	19.5	-3.4	1.443e-05	-	groupB UP
502	AHCTF1	1855.9	-1.2	1.453e-05	-	groupB UP
503	AC098847.1	73	-1.5	1.461e-05	-	groupB UP
504	TUBE1	268.1	0.7	1.469e-05	-	NoDiff
505	SRM	1245	-0.7	1.475e-05	-	NoDiff
506	AC097534.2	135.7	-1.1	1.475e-05	-	groupB UP
507	DGLUCY	534.9	0.8	1.544e-05	-	NoDiff
508	RAB31	3776.8	-0.9	1.648e-05	-	NoDiff
509	ST6GALNAC6	3392.6	-0.4	1.65e-05	-	NoDiff
510	UAP1	1584.7	-0.6	1.683e-05	-	NoDiff
511	FERMT2	3844.1	-0.6	1.712e-05	-	NoDiff
512	VSTM4	2300.8	-0.6	1.712e-05	-	NoDiff
513	AC092807.3	57.2	-1.8	1.716e-05	-	groupB UP
514	ARHGDIA	4518.3	-0.4	1.745e-05	-	NoDiff
515	TASP1	134.6	-0.7	1.769e-05	-	NoDiff
516	SDC1	419.1	1	1.777e-05	-	groupA UP
517	FIBIN	2416.7	-1.2	1.807e-05	-	groupB UP
518	LGR4	389.3	1.1	1.892e-05	-	groupA UP
519	YPEL4	169.7	1.3	1.939e-05	-	groupA UP
520	TRO	652.6	0.7	1.955e-05	-	NoDiff
521	TMCC2	143.8	1	1.955e-05	-	groupA UP
522	MTMR14	595.3	-0.5	1.955e-05	-	NoDiff
523	ANKRD36B	153.8	0.8	1.955e-05	-	NoDiff
524	STAT5A	800.7	-0.7	1.967e-05	-	NoDiff
525	TEAD2	557.4	0.7	1.97e-05	-	NoDiff
526	SYDE1	1383.4	-0.5	2.007e-05	-	NoDiff
527	SLC2A12	1009.8	0.8	2.036e-05	-	NoDiff
528	SCARA3	2106.7	0.5	2.036e-05	-	NoDiff
529	TNFSF13B	58.6	1.3	2.062e-05	-	groupA UP
530	FBXO32	3711.9	-1.1	2.062e-05	-	groupB UP
531	TUBB3	521.1	1.4	2.062e-05	-	groupA UP
532	UBE2J1	1405.2	-0.4	2.172e-05	-	NoDiff
533	USP31	299.1	-0.6	2.201e-05	-	NoDiff
534	NEXN-AS1	50.6	-1.2	2.22e-05	-	groupB UP
535	PHGDH	1253.2	1.4	2.233e-05	-	groupA UP
536	LRCH2	370.7	-0.7	2.32e-05	-	NoDiff
537	ANG	183.6	-1	2.324e-05	-	groupB UP
538	BTN3A1	689	0.8	2.416e-05	-	NoDiff
539	PRKD1	772.2	-0.6	2.437e-05	-	NoDiff
540	EDA2R	1086.2	0.9	2.476e-05	-	NoDiff
541	ANGPTL1	244.1	-2.1	2.486e-05	-	groupB UP
542	RANBP3	1536.6	0.6	2.528e-05	-	NoDiff
543	HSP90AB1	10518.4	0.3	2.54e-05	-	NoDiff
544	ADCY4	108	1.3	2.598e-05	-	groupA UP
545	ZNF561	612	0.7	2.644e-05	-	NoDiff
546	TGIF1	1005.3	-0.9	2.67e-05	-	NoDiff
547	FAM107B	2300.5	1.1	2.69e-05	-	groupA UP
548	BRIX1	495.4	-0.9	2.734e-05	-	NoDiff
549	MXRA5	4722	1.3	2.761e-05	-	groupA UP
550	CLIC4	17421.7	-0.8	2.814e-05	-	NoDiff
551	ZNF79	133.4	0.7	2.828e-05	-	NoDiff
552	ACTB	86230.1	-0.9	2.944e-05	-	NoDiff
553	PKDCC	1553.8	-1.5	2.952e-05	-	groupB UP
554	ARL4C	1222.6	0.7	2.996e-05	-	NoDiff
555	IFT88	222.4	0.6	2.999e-05	-	NoDiff
556	SLC16A2	1298.3	0.4	3.018e-05	-	NoDiff
557	MAP3K5	1538.1	-0.7	3.113e-05	-	NoDiff
558	MYL12A	5352	-0.8	3.205e-05	-	NoDiff
559	CBX1	1457.3	0.4	3.237e-05	-	NoDiff
560	NECTIN1	152.2	1	3.276e-05	-	groupA UP
561	MOB3B	52.7	-2	3.276e-05	-	groupB UP
562	SALL2	384.3	0.7	3.311e-05	-	NoDiff
563	DCHS1	2050	0.6	3.446e-05	-	NoDiff
564	DTNA	317.7	0.9	3.493e-05	-	NoDiff
565	ABHD10	329.9	0.6	3.504e-05	-	NoDiff
566	MEX3A	49.6	1.9	3.784e-05	-	groupA UP
567	CDC42EP3	1501.8	-1.3	3.786e-05	-	groupB UP
568	ARMCX6	608.5	0.6	3.792e-05	-	NoDiff
569	GNPDA1	1583.6	0.6	3.811e-05	-	NoDiff
570	KLHL13	411.4	0.9	3.849e-05	-	NoDiff
571	SEH1L	385.9	-0.7	3.849e-05	-	NoDiff
572	RND3	17523.4	0.7	4.004e-05	-	NoDiff
573	SRPX	4339.7	-0.9	4.034e-05	-	NoDiff
574	PDCD4	2679.6	0.6	4.079e-05	-	NoDiff
575	HMOX1	2399	1.3	4.084e-05	-	groupA UP
576	SH3RF3	795	-0.9	4.084e-05	-	NoDiff
577	CNN2	9659.1	-0.7	4.097e-05	-	NoDiff
578	SGCD	2100.5	1.1	4.23e-05	-	groupA UP
579	ISCA1	731	-0.5	4.36e-05	-	NoDiff
580	PPIAP39	39.9	-2.4	4.378e-05	-	groupB UP
581	KCNQ3	19.4	-3	4.397e-05	-	groupB UP
582	RPLP0P2	28.1	2.1	4.414e-05	-	groupA UP
583	B4GALT1	3239.2	0.5	4.425e-05	-	NoDiff
584	CCDC71L	1076	-1	4.465e-05	-	groupB UP
585	MAPRE2	687.5	0.7	4.502e-05	-	NoDiff
586	PLPP3	25683.9	0.9	4.551e-05	-	NoDiff
587	CXXC5	671	0.6	4.605e-05	-	NoDiff
588	RELL1	152.1	-1	4.702e-05	-	groupB UP
589	TCEAL9	2804	-0.6	4.702e-05	-	NoDiff
590	SCD	1416.5	1.9	4.927e-05	-	groupA UP
591	NBPF11	419.5	0.4	4.942e-05	-	NoDiff
592	COL4A4	207.2	-2	4.994e-05	-	groupB UP
593	UBE2E3	1499.8	0.4	5.059e-05	-	NoDiff
594	SCN1B	112.2	1.2	5.132e-05	-	groupA UP
595	NRP2	2011.9	-0.9	5.132e-05	-	NoDiff
596	TNFSF15	29.6	2.1	5.425e-05	-	groupA UP
597	DMPK	1938.3	-0.8	5.456e-05	-	NoDiff
598	ZNF821	83.7	1.2	5.573e-05	-	groupA UP
599	MPLKIP	333.5	-0.7	5.579e-05	-	NoDiff
600	COL11A1	355.6	-2.3	5.593e-05	-	groupB UP
601	BEND6	299.2	0.6	5.596e-05	-	NoDiff
602	FADS3	1839.3	-0.9	5.665e-05	-	NoDiff
603	ADGRB2	505.7	0.8	5.726e-05	-	NoDiff
604	PXMP2	110.9	-0.8	5.726e-05	-	NoDiff
605	EXTL2	907.7	0.4	5.888e-05	-	NoDiff
606	GPR150	22.3	-2.7	5.935e-05	-	groupB UP
607	RRAD	103.7	1.5	5.987e-05	-	groupA UP
608	MSANTD3	791.2	0.7	6.024e-05	-	NoDiff
609	UBIAD1	286.7	-0.7	6.033e-05	-	NoDiff
610	ATF3	363.1	-1.7	6.22e-05	-	groupB UP
611	INHBE	15.6	2.4	6.252e-05	-	groupA UP
612	GFPT2	1021.9	-1.3	6.325e-05	-	groupB UP
613	IGHMBP2	302.3	-1.1	6.398e-05	-	groupB UP
614	TMEM165	1874.8	-0.5	6.515e-05	-	NoDiff
615	TENM4	680.2	1.6	6.532e-05	-	groupA UP
616	SYDE2	203.7	-1.1	6.547e-05	-	groupB UP
617	B3GALT2	42.5	-2.8	6.558e-05	-	groupB UP
618	TYMP	196.3	-1.4	6.572e-05	-	groupB UP
619	MTOR	2078.6	-0.8	6.572e-05	-	NoDiff
620	RNF144B	159.5	-1.9	6.616e-05	-	groupB UP
621	MAPK7	1044.9	-0.8	6.886e-05	-	NoDiff
622	IGDCC4	361.6	2.2	6.929e-05	-	groupA UP
623	SPARC	31077.5	0.5	6.955e-05	-	NoDiff
624	AL163636.2	713.5	-0.8	7.035e-05	-	NoDiff
625	ROBO1	1786	1.2	7.04e-05	-	groupA UP
626	FST	2743.1	1.4	7.058e-05	-	groupA UP
627	KIAA1755	247.4	1.5	7.079e-05	-	groupA UP
628	CAP1	6886.5	-0.5	7.186e-05	-	NoDiff
629	ANK2	2006.3	1	7.424e-05	-	groupA UP
630	SH3BP2	409.2	0.8	7.43e-05	-	NoDiff
631	ZNF135	152.7	1.1	7.471e-05	-	groupA UP
632	TTC28	1986.7	0.8	7.517e-05	-	NoDiff
633	KANK1	1282.9	-1.2	7.534e-05	-	groupB UP
634	ZNF438	485.7	-0.7	7.642e-05	-	NoDiff
635	INPP5A	1387.3	-1.3	7.782e-05	-	groupB UP
636	ANKRD28	5179.8	-0.5	7.886e-05	-	NoDiff
637	CRLS1	397.7	-0.6	7.942e-05	-	NoDiff
638	SNAP47	517.4	0.4	7.994e-05	-	NoDiff
639	GRAMD4	564.7	1.1	8.222e-05	-	groupA UP
640	PXMP4	281.4	0.6	8.231e-05	-	NoDiff
641	SLC39A1	2223.6	-0.3	8.254e-05	-	NoDiff
642	KLF13	2083.2	-0.9	8.623e-05	-	NoDiff
643	ASMTL	737.4	-0.5	8.683e-05	-	NoDiff
644	CRIP2	802.7	-0.7	8.753e-05	-	NoDiff
645	SMTNL2	47.6	2.9	8.803e-05	-	groupA UP
646	WFDC1	265.2	-1.6	8.913e-05	-	groupB UP
647	TIA1	1353.6	0.6	9.204e-05	-	NoDiff
648	GPNMB	26410.1	0.3	9.204e-05	-	NoDiff
649	CMBL	582.8	0.9	9.308e-05	-	NoDiff
650	MFSD6	944.5	-1	9.348e-05	-	groupB UP
651	EVI2A	48.7	1.4	9.408e-05	-	groupA UP
652	HSPA6	12.9	2.6	9.514e-05	-	groupA UP
653	AC020978.9	92	-1.1	9.594e-05	-	groupB UP
654	RGCC	1116.1	-3.1	9.633e-05	-	groupB UP
655	PACSIN2	993.7	-0.5	9.793e-05	-	NoDiff
656	CDK2AP2	311.5	-0.9	9.793e-05	-	NoDiff
657	MRPS36	286.5	-0.5	9.863e-05	-	NoDiff
658	MSRB1	322.2	-0.6	9.863e-05	-	NoDiff
659	LIG1	174.1	1.4	9.867e-05	-	groupA UP
660	CORO2B	543.2	1.2	9.929e-05	-	groupA UP
661	HRH1	679.7	0.6	9.929e-05	-	NoDiff
662	TNIP1	2566.5	-0.6	0.0001021	-	NoDiff
663	RNF114	1569.3	0.5	0.0001061	-	NoDiff
664	IL17RA	921.9	-0.6	0.000107	-	NoDiff
665	RANBP9	2180	-0.7	0.0001077	-	NoDiff
666	AL590560.1	93.5	1.1	0.000108	-	groupA UP
667	SLC7A14	244.1	2	0.0001106	-	groupA UP
668	LMOD1	6802.2	-1.1	0.0001106	-	groupB UP
669	ACKR4	1432.9	1.4	0.0001116	-	groupA UP
670	CDON	401.1	1.5	0.0001121	-	groupA UP
671	PRR5L	105.2	-1.2	0.000113	-	groupB UP
672	AL391422.4	454.7	-0.7	0.000113	-	NoDiff
673	WIPI1	4698.7	-0.9	0.0001141	-	NoDiff
674	NVL	273.8	0.6	0.0001141	-	NoDiff
675	PCM1	2882.8	0.3	0.000116	-	NoDiff
676	NUCB2	1628.4	0.4	0.0001167	-	NoDiff
677	TUBB	12465.7	1.1	0.000117	-	groupA UP
678	FARP2	952.6	-0.6	0.0001197	-	NoDiff
679	SLC1A5	5405.5	-0.4	0.00012	-	NoDiff
680	BTG1	1421.7	-0.5	0.00012	-	NoDiff
681	RCOR2	43.1	1.3	0.00012	-	groupA UP
682	DIO2	668.9	-1.5	0.00012	-	groupB UP
683	AC092171.2	312.9	-0.5	0.0001201	-	NoDiff
684	ZSCAN31	75.7	2	0.0001211	-	groupA UP
685	PIK3R3	211.5	1.5	0.0001219	-	groupA UP
686	SLC14A1	51.3	3.4	0.0001219	-	groupA UP
687	CRLF3	246.6	-0.6	0.0001243	-	NoDiff
688	NAV3	657.7	-1.7	0.0001249	-	groupB UP
689	STX2	1113.7	-0.6	0.0001249	-	NoDiff
690	RAET1G	79.5	1	0.0001264	-	groupA UP
691	LRRC8D	528.5	0.6	0.0001345	-	NoDiff
692	KLHL23	216.5	-1.6	0.0001348	-	groupB UP
693	SARS	2829	0.5	0.0001365	-	NoDiff
694	C16orf74	68.5	0.9	0.0001382	-	NoDiff
695	PPIP5K1	309	1.1	0.0001391	-	groupA UP
696	ABL2	1184.3	-0.7	0.000141	-	NoDiff
697	FCHO2	874.1	-0.6	0.0001449	-	NoDiff
698	CAMK1D	325.5	0.7	0.0001486	-	NoDiff
699	AP000892.3	1056	-1.6	0.0001493	-	groupB UP
700	RMDN2	179.7	-0.7	0.0001498	-	NoDiff
701	TTC8	711.3	0.6	0.0001512	-	NoDiff
702	NIT2	698.1	-0.4	0.0001524	-	NoDiff
703	NUDCD2	483.6	-1	0.0001583	-	groupB UP
704	NBL1	11905.8	-0.7	0.0001594	-	NoDiff
705	ASAH2B	108.4	0.8	0.0001594	-	NoDiff
706	EPHB2	387.7	1.8	0.0001623	-	groupA UP
707	ACTN4	14057	-0.8	0.0001632	-	NoDiff
708	CLIC6	754.1	-1	0.0001783	-	groupB UP
709	TCP11L1	483.7	-0.4	0.0001783	-	NoDiff
710	FAM107A	161.1	-4.7	0.0001799	-	groupB UP
711	GDF7	305.9	-1.8	0.0001807	-	groupB UP
712	ATP10A	294	-1.4	0.0001817	-	groupB UP
713	TSPAN8	23.3	-3.9	0.0001857	-	groupB UP
714	PLEKHG4	234.4	1.2	0.000187	-	groupA UP
715	STRADB	1106.6	-0.8	0.0001874	-	NoDiff
716	NLN	526.8	-0.7	0.0001876	-	NoDiff
717	SSB	2441.3	-0.8	0.0001876	-	NoDiff
718	EGR3	53.8	2	0.0001876	-	groupA UP
719	CD82	2295.2	-1.2	0.0001878	-	groupB UP
720	EPHB4	1177.5	0.8	0.0001881	-	NoDiff
721	AC027237.4	51.5	-1.7	0.0001887	-	groupB UP
722	ADCY8	23.9	3.9	0.0001904	-	groupA UP
723	SPEN	1463.7	-0.7	0.0001928	-	NoDiff
724	AHDC1	592.6	0.5	0.0001932	-	NoDiff
725	MTSS1	1691.1	-1.9	0.000196	-	groupB UP
726	TMEM115	1316.4	-0.3	0.0001972	-	NoDiff
727	ACVRL1	852.3	-0.7	0.0002041	-	NoDiff
728	DDI2	600	-0.9	0.0002051	-	NoDiff
729	MBIP	327.5	0.5	0.0002057	-	NoDiff
730	HIF3A	227.8	-2.5	0.0002064	-	groupB UP
731	CEMIP2	940.2	-0.9	0.0002064	-	NoDiff
732	BMPER	554.1	1.5	0.0002065	-	groupA UP
733	SIDT2	1321.4	-0.7	0.0002106	-	NoDiff
734	ABCA10	149.5	1.4	0.0002107	-	groupA UP
735	UBALD1	319.2	-0.6	0.0002115	-	NoDiff
736	CNIH3	75.6	1.1	0.0002124	-	groupA UP
737	DLG4	494.9	0.4	0.0002129	-	NoDiff
738	PDGFC	1022.7	0.8	0.0002219	-	NoDiff
739	SESN2	829.8	0.9	0.000223	-	NoDiff
740	ARHGEF40	2014.5	0.8	0.0002273	-	NoDiff
741	BCL9	482.4	0.7	0.0002304	-	NoDiff
742	EBF1	873.3	-1	0.0002331	-	groupB UP
743	TMEM47	12661.3	-1.1	0.0002334	-	groupB UP
744	AC130371.2	74.4	1.1	0.0002386	-	groupA UP
745	CERS5	692.4	-0.4	0.0002402	-	NoDiff
746	PELI2	381.2	0.7	0.0002422	-	NoDiff
747	SUFU	731.9	0.4	0.0002429	-	NoDiff
748	SLC26A6	374	-0.8	0.0002434	-	NoDiff
749	TNFRSF11B	7711.2	1.5	0.0002436	-	groupA UP
750	C5orf51	1151.7	-0.4	0.0002452	-	NoDiff
751	ZNF589	183.2	0.5	0.0002469	-	NoDiff
752	VEGFA	1919.8	1	0.0002474	-	groupA UP
753	DHX37	367.1	-0.6	0.0002483	-	NoDiff
754	MAPK10	914.3	0.7	0.0002591	-	NoDiff
755	GDF5	448.3	1.2	0.0002591	-	groupA UP
756	MFSD10	1027.4	-0.5	0.0002617	-	NoDiff
757	AL049839.2	23.8	-4	0.0002629	-	groupB UP
758	CAVIN1	19458.2	-0.6	0.0002679	-	NoDiff
759	IFI44L	94.2	-1.4	0.0002695	-	groupB UP
760	PDP2	394.9	-0.6	0.000278	-	NoDiff
761	PRKG2	290.2	1.4	0.0002795	-	groupA UP
762	WDR36	1082.8	0.8	0.0002884	-	NoDiff
763	SYNRG	1002.6	0.5	0.0002886	-	NoDiff
764	DGKH	479.4	-0.8	0.0002897	-	NoDiff
765	PXYLP1	377	0.8	0.0002926	-	NoDiff
766	ADI1	1549.8	-0.6	0.0002937	-	NoDiff
767	MAPRE3	308.6	0.7	0.0002938	-	NoDiff
768	ZHX2	826.9	0.6	0.0002939	-	NoDiff
769	SLITRK6	48.2	3.2	0.0003024	-	groupA UP
770	BDH1	66.1	-1.1	0.0003045	-	groupB UP
771	SSR3	2918.3	-0.3	0.0003123	-	NoDiff
772	DLG3	389	0.8	0.0003124	-	NoDiff
773	PALLD	22729.7	-0.8	0.0003124	-	NoDiff
774	GPD1L	246.2	-0.9	0.0003124	-	NoDiff
775	TMEM143	138.9	0.7	0.000318	-	NoDiff
776	HSD17B6	166.6	2.2	0.0003204	-	groupA UP
777	PRXL2C	888.6	-0.8	0.0003204	-	NoDiff
778	ZFP36L2	8041.4	-0.6	0.0003206	-	NoDiff
779	RTL3	67.7	-3	0.0003206	-	groupB UP
780	GPN3	241.6	-0.7	0.0003214	-	NoDiff
781	IFIT1	262.9	1.5	0.0003216	-	groupA UP
782	ZSCAN23	54.3	1.2	0.0003219	-	groupA UP
783	FAM180A	1341.3	-0.8	0.0003267	-	NoDiff
784	TBRG4	562.7	-0.5	0.0003297	-	NoDiff
785	SECTM1	634.6	0.7	0.00033	-	NoDiff
786	TNIK	771.4	1.1	0.0003506	-	groupA UP
787	ZNF10	180.3	0.8	0.0003557	-	NoDiff
788	IFI44	197.9	1	0.0003569	-	groupA UP
789	TGFB1I1	1825.5	-0.6	0.000358	-	NoDiff
790	PITPNC1	191.1	-0.9	0.0003712	-	NoDiff
791	LINC01503	96.6	0.9	0.0003739	-	NoDiff
792	RXFP1	35.9	2	0.0003756	-	groupA UP
793	CTSC	4158.3	-1	0.0003786	-	groupB UP
794	MDM2	2988.4	0.6	0.0003853	-	NoDiff
795	EFCAB7	172.1	0.8	0.0003887	-	NoDiff
796	SPTA1	9.7	3.3	0.0003888	-	groupA UP
797	HDAC7	3114.5	-0.6	0.000392	-	NoDiff
798	NFE2	11.9	2.5	0.0003933	-	groupA UP
799	LAMA3	1256.4	-1.2	0.0003958	-	groupB UP
800	LSP1	15.2	4.2	0.0004129	-	groupA UP
801	FAT4	2979.7	-0.5	0.0004129	-	NoDiff
802	DOCK5	1142.5	-0.7	0.000415	-	NoDiff
803	XPOT	3434.5	0.4	0.0004225	-	NoDiff
804	LAMC2	71.9	-0.9	0.0004298	-	NoDiff
805	FAM20C	1906.2	-1	0.000432	-	groupB UP
806	LFNG	15.8	2.7	0.0004322	-	groupA UP
807	CNTNAP1	1858.6	0.6	0.0004386	-	NoDiff
808	MAP1LC3A	464	-0.5	0.0004388	-	NoDiff
809	PSAT1	720.3	1.2	0.0004388	-	groupA UP
810	RHOBTB3	15265.4	-1	0.0004408	-	groupB UP
811	SUSD6	840.8	-0.6	0.0004437	-	NoDiff
812	AC007325.4	12.7	-5	0.0004451	-	groupB UP
813	VCL	16858	-0.8	0.0004487	-	NoDiff
814	MEIS3	882.7	-0.6	0.0004545	-	NoDiff
815	STIM2	1130.9	0.9	0.0004545	-	NoDiff
816	FOXN2	297.9	-1	0.0004548	-	groupB UP
817	ROCK1	2662.8	-0.5	0.0004552	-	NoDiff
818	LZTS1	68.7	1	0.000457	-	groupA UP
819	ARHGAP29	4555.5	-1.2	0.000457	-	groupB UP
820	PINK1	3308.9	-0.4	0.0004731	-	NoDiff
821	HS2ST1	2084.7	-0.9	0.0004814	-	NoDiff
822	AP5B1	353.3	-0.7	0.0004817	-	NoDiff
823	STARD13	1019.3	-0.7	0.000483	-	NoDiff
824	ANKRD27	544.7	-0.4	0.0004876	-	NoDiff
825	CELF2	5621.2	-0.8	0.00049	-	NoDiff
826	ANKRD40	1189	-0.3	0.0004907	-	NoDiff
827	SPTBN4	179.9	1.3	0.0004941	-	groupA UP
828	CILP	849.3	-1.4	0.0004985	-	groupB UP
829	JADE3	226.9	0.8	0.0004988	-	NoDiff
830	OSBPL3	1121.4	1.1	0.0004998	-	groupA UP
831	SRI	1461.8	-0.4	0.0004998	-	NoDiff
832	DDAH1	3052.9	-1.3	0.0005035	-	groupB UP
833	AC130304.1	207.1	-1.6	0.0005055	-	groupB UP
834	VDAC2	2161.3	-0.5	0.0005139	-	NoDiff
835	IL34	51.8	2	0.0005208	-	groupA UP
836	CITED4	54.3	-1.5	0.0005264	-	groupB UP
837	SH3YL1	457.5	0.5	0.0005452	-	NoDiff
838	RRAS	2008.3	-0.5	0.0005457	-	NoDiff
839	PM20D2	415.3	-0.6	0.0005548	-	NoDiff
840	SSBP2	742.7	0.5	0.0005718	-	NoDiff
841	STX11	21.4	-2.5	0.0005731	-	groupB UP
842	BAG3	1171.7	-0.4	0.0005731	-	NoDiff
843	COL5A2	15890.5	-0.3	0.0005731	-	NoDiff
844	NEIL3	47.7	1.3	0.0005833	-	groupA UP
845	SORBS1	44.3	-1.7	0.0005894	-	groupB UP
846	UQCRC1	1794	-0.4	0.0005924	-	NoDiff
847	AKAP7	101.3	-0.8	0.0006012	-	NoDiff
848	COX11	892.3	-0.9	0.0006012	-	NoDiff
849	FLOT2	1989.2	-0.5	0.0006021	-	NoDiff
850	GSR	1094.1	-0.6	0.0006109	-	NoDiff
851	EDA	79.8	-1.3	0.0006183	-	groupB UP
852	DSTN	15878.9	-0.9	0.0006272	-	NoDiff
853	NFKBIA	562.7	-0.8	0.0006331	-	NoDiff
854	PCOLCE	8621.7	0.6	0.0006356	-	NoDiff
855	CCDC102B	77.2	1.4	0.0006356	-	groupA UP
856	ANGPTL7	258	-5.8	0.0006433	-	groupB UP
857	CIC	2025.4	0.4	0.0006489	-	NoDiff
858	MMP15	165.6	-1.2	0.0006608	-	groupB UP
859	MAN1A1	5724.5	-0.8	0.0006672	-	NoDiff
860	FLNA	72503.9	-0.6	0.0006728	-	NoDiff
861	TMEM217	48.9	1.6	0.0006733	-	groupA UP
862	CCNA2	191.1	-1	0.0006736	-	groupB UP
863	CKMT2-AS1	91.8	1	0.0006805	-	groupA UP
864	LDB1	2031	0.5	0.0006951	-	NoDiff
865	AKAP13	2888.9	-0.6	0.0006997	-	NoDiff
866	RASD2	34.5	1.9	0.0007045	-	groupA UP
867	MT1L	80	-0.9	0.000705	-	NoDiff
868	ALG2	794.9	-0.4	0.0007154	-	NoDiff
869	MAST4	822.7	0.5	0.0007221	-	NoDiff
870	ABCB9	65.6	0.9	0.0007286	-	NoDiff
871	XYLB	77.2	1.2	0.0007295	-	groupA UP
872	TLE1	1085.2	-0.9	0.0007338	-	NoDiff
873	LRRC4	20.3	2.2	0.0007349	-	groupA UP
874	RABGEF1	1198.5	-0.4	0.0007349	-	NoDiff
875	PLCXD3	25.9	-3.2	0.0007349	-	groupB UP
876	IARS	2980.2	0.6	0.0007349	-	NoDiff
877	MAP1A	7052	0.7	0.0007395	-	NoDiff
878	GIT2	2607.6	-0.5	0.0007412	-	NoDiff
879	WASF1	631.7	-0.6	0.0007468	-	NoDiff
880	SLC22A18	232.5	-0.6	0.0007493	-	NoDiff
881	COL1A2	205068	0.4	0.0007519	-	NoDiff
882	BLNK	25.2	2.8	0.0007525	-	groupA UP
883	HMMR	38.3	-1.3	0.0007537	-	groupB UP
884	CDK4	1912.9	0.7	0.0007546	-	NoDiff
885	CDKN1A	7965.6	0.9	0.0007605	-	NoDiff
886	H2AFJ	680.8	-0.7	0.0007851	-	NoDiff
887	AC112206.2	8.6	-5.1	0.0007914	-	groupB UP
888	RFTN2	255.4	0.8	0.0008042	-	NoDiff
889	CRIM1	11597.2	-1	0.0008248	-	groupB UP
